Id,LoaiNha,PhanVung,DienTichLot,CauHinhLot,LoaiToaNha,TinhTrangTongThe,NamXayDung,NamSuaChua,VatLieuNgoai,BsmtFinSF2,TongSoBsmtSF,GiaBan
3848,NhaLienKe,HCM,109,ChuNhat,1Tang,9,1998,2012,Gach,0,0,1620700617
3849,CanHo,HCM,119,Vuong,2Tang,5,2003,2003,BeTong,0,0,1658932471
3850,NhaLienKe,HCM,135,TamGiac,1Tang,6,1999,2014,Gach,0,0,1818755910
3851,ChungCu,DN,194,Vuong,3Tang,7,2000,2008,BeTong,0,0,2669922090
3852,CanHo,CT,73,TamGiac,2Tang,8,1998,2017,Toi,0,0,1079488960
3853,NhaLienKe,DN,82,ChuNhat,1Tang,9,1990,1997,Toi,0,0,1037836444
3854,NhaLienKe,CT,128,ChuL,CanHo,10,1998,1998,Gach,0,0,1810230144
3855,NhaLienKe,DN,143,ChuL,CanHo,7,1998,2022,Gach,0,0,1795163656
3856,NhaLienKe,HCM,101,ChuL,1Tang,5,1994,1997,BeTong,0,0,1378644142
3857,CanHo,HCM,66,TamGiac,2Tang,5,2020,2021,BeTong,0,0,902596464
3858,NhaLienKe,HN,89,ChuL,1Tang,10,1990,1990,Toi,0,0,1260145749
3859,CanHo,HCM,156,TamGiac,3Tang,8,1991,2000,BeTong,0,0,1997801676
3860,NhaLienKe,HP,90,ChuL,3Tang,6,2021,2022,Gach,0,0,1172491020
3861,ChungCu,CT,186,ChuL,3Tang,9,2002,2018,ToiGach,0,0,2725899192
3862,CanHo,HN,119,Vuong,3Tang,8,2010,2010,ToiGach,0,0,1500952474
3863,NhaPho,DN,98,TamGiac,2Tang,7,2016,2016,Gach,0,0,1289157660
3864,NhaLienKe,HP,159,TamGiac,2Tang,5,2018,2018,BeTong,0,0,2048568243
3865,CanHo,DN,196,ChuNhat,CanHo,5,2008,2008,ToiGach,0,0,2884947128
3866,ChungCu,HN,97,ChuNhat,3Tang,10,2001,2001,Toi,0,0,1317958206
3867,NhaLienKe,HCM,94,ChuNhat,CanHo,6,2018,2018,Toi,0,0,1231363246
3868,NhaPho,HCM,146,Vuong,CanHo,5,2007,2007,BeTong,0,0,1755699202
3869,CanHo,HN,50,ChuL,CanHo,9,1993,1993,ToiGach,0,0,701194950
3870,ChungCu,HP,110,ChuL,2Tang,10,1997,2006,BeTong,0,0,1487469940
3871,ChungCu,HCM,186,ChuNhat,3Tang,8,1998,1998,Toi,0,0,2467520082
3872,NhaLienKe,HN,86,Vuong,3Tang,10,2015,2015,Gach,0,0,1156609098
3873,CanHo,CT,116,ChuL,1Tang,10,2007,2018,Toi,0,0,1576010336
3874,ChungCu,HP,191,ChuNhat,3Tang,6,1998,1998,Toi,0,0,2859168388
3875,NhaPho,HN,70,Vuong,1Tang,9,2007,2008,Toi,0,0,996223340
3876,NhaLienKe,HCM,168,TamGiac,CanHo,7,2022,2022,Gach,0,0,2304593256
3877,NhaPho,CT,126,Vuong,3Tang,8,1993,2003,BeTong,0,0,1845969048
3878,ChungCu,HP,83,TamGiac,2Tang,10,2010,2010,BeTong,0,0,1166380823
3879,ChungCu,DN,132,Vuong,3Tang,10,2014,2016,Toi,0,0,1816227204
3880,NhaLienKe,HN,73,ChuL,3Tang,7,1997,2013,BeTong,0,0,966914419
3881,NhaLienKe,HN,199,ChuNhat,3Tang,9,2007,2016,ToiGach,0,0,2951861923
3882,NhaPho,HCM,122,Vuong,1Tang,5,1998,2019,ToiGach,0,0,1619608682
3883,CanHo,HN,145,Vuong,1Tang,10,1999,1999,Toi,0,0,2164448205
3884,ChungCu,HCM,180,ChuL,1Tang,9,2011,2011,BeTong,0,0,2427252840
3885,ChungCu,HN,115,ChuNhat,2Tang,8,1993,1998,Gach,0,0,1661138890
3886,NhaLienKe,HCM,124,ChuNhat,3Tang,5,2014,2014,ToiGach,0,0,1801803576
3887,ChungCu,HCM,66,Vuong,1Tang,8,2004,2004,Toi,0,0,989945682
3888,NhaPho,HCM,171,ChuNhat,CanHo,5,2009,2022,Gach,0,0,2163101778
3889,NhaLienKe,DN,177,ChuL,2Tang,5,1990,2017,Toi,0,0,2297500356
3890,ChungCu,HCM,192,ChuNhat,3Tang,8,2005,2005,Gach,0,0,2311436160
3891,CanHo,HCM,122,Vuong,1Tang,6,2003,2018,Gach,0,0,1729327308
3892,NhaLienKe,HCM,53,TamGiac,CanHo,5,1999,2003,Toi,0,0,792856733
3893,ChungCu,DN,188,TamGiac,1Tang,6,2018,2019,ToiGach,0,0,2528346952
3894,CanHo,HCM,70,Vuong,CanHo,9,2014,2020,ToiGach,0,0,887915210
3895,NhaPho,HCM,92,Vuong,2Tang,5,1990,1990,Gach,0,0,1347696132
3896,NhaLienKe,HP,61,Vuong,CanHo,6,1993,1999,Toi,0,0,835539631
3897,CanHo,HN,125,TamGiac,2Tang,6,1992,1992,BeTong,0,0,1834024375
3898,ChungCu,HN,50,ChuNhat,2Tang,6,2008,2023,BeTong,0,0,739323250
3899,ChungCu,DN,159,ChuL,1Tang,6,2018,2019,Toi,0,0,2274460179
3900,NhaPho,HCM,108,TamGiac,CanHo,5,2009,2009,Toi,0,0,1550863368
3901,NhaLienKe,HN,152,Vuong,CanHo,9,1996,1996,Gach,0,0,1934150144
3902,ChungCu,CT,174,TamGiac,1Tang,10,2022,2022,ToiGach,0,0,2552412960
3903,NhaLienKe,CT,197,ChuNhat,3Tang,6,2003,2021,BeTong,0,0,2713847375
3904,ChungCu,DN,178,ChuL,3Tang,7,1998,1998,Toi,0,0,2294056524
3905,NhaPho,HP,60,TamGiac,3Tang,5,2014,2020,BeTong,0,0,786662100
3906,NhaPho,HCM,178,TamGiac,3Tang,9,2017,2017,Gach,0,0,2314577788
3907,NhaPho,HCM,96,ChuL,CanHo,10,1992,2020,ToiGach,0,0,1382944608
3908,NhaLienKe,DN,150,Vuong,CanHo,10,2020,2022,ToiGach,0,0,1884238050
3909,NhaLienKe,DN,198,ChuL,3Tang,9,2016,2017,ToiGach,0,0,2616616332
3910,CanHo,CT,62,TamGiac,2Tang,7,2013,2017,Gach,0,0,883629332
3911,ChungCu,HP,148,TamGiac,1Tang,8,1996,1996,Gach,0,0,1954620164
3912,NhaPho,HCM,86,ChuL,2Tang,8,2021,2021,ToiGach,0,0,1200091730
3913,CanHo,DN,170,ChuL,CanHo,5,2016,2023,BeTong,0,0,2345871480
3914,NhaLienKe,HCM,139,ChuL,2Tang,8,2004,2004,Gach,0,0,1939803936
3915,ChungCu,HP,191,ChuNhat,1Tang,9,2017,2021,Gach,0,0,2695488073
3916,NhaLienKe,HP,197,ChuL,CanHo,10,2009,2009,BeTong,0,0,2426730119
3917,CanHo,DN,120,ChuL,CanHo,6,2002,2002,ToiGach,0,0,1470967440
3918,NhaLienKe,CT,140,TamGiac,2Tang,10,1993,2019,Gach,0,0,1962289840
3919,ChungCu,HCM,177,ChuL,1Tang,8,1990,2003,Gach,0,0,2522796930
3920,CanHo,DN,96,ChuL,1Tang,7,2012,2023,BeTong,0,0,1319841504
3921,ChungCu,DN,117,ChuL,2Tang,6,2007,2007,BeTong,0,0,1471474017
3922,ChungCu,HP,79,Vuong,CanHo,9,2005,2008,ToiGach,0,0,1045978723
3923,NhaLienKe,HP,155,TamGiac,2Tang,8,2014,2014,ToiGach,0,0,2144612705
3924,NhaPho,HP,56,ChuNhat,1Tang,8,1999,1999,Gach,0,0,777189056
3925,CanHo,HN,86,ChuNhat,CanHo,5,1993,2000,Toi,0,0,1095819740
3926,ChungCu,HN,165,Vuong,2Tang,9,1994,1994,Gach,0,0,2322137565
3927,NhaLienKe,HCM,95,ChuNhat,2Tang,5,2008,2008,BeTong,0,0,1347426040
3928,NhaLienKe,HCM,118,ChuL,CanHo,8,1998,1998,Toi,0,0,1677625706
3929,NhaLienKe,HN,135,ChuL,1Tang,7,2009,2020,Gach,0,0,1958738625
3930,NhaPho,CT,163,TamGiac,1Tang,6,2011,2011,Gach,0,0,2065555886
3931,CanHo,HN,54,TamGiac,CanHo,10,2003,2003,ToiGach,0,0,797613264
3932,NhaPho,DN,74,ChuL,2Tang,6,2014,2014,BeTong,0,0,1062053846
3933,NhaLienKe,HP,160,Vuong,CanHo,6,1990,1990,BeTong,0,0,2202351680
3934,NhaLienKe,CT,84,Vuong,1Tang,8,2015,2018,Toi,0,0,1239433104
3935,NhaPho,DN,120,ChuNhat,2Tang,10,2005,2005,BeTong,0,0,1771612320
3936,NhaPho,CT,176,ChuNhat,2Tang,10,2009,2009,Toi,0,0,2437192208
3937,ChungCu,DN,109,ChuL,3Tang,6,2001,2011,Gach,0,0,1553239318
3938,ChungCu,CT,199,ChuL,1Tang,7,2016,2016,Gach,0,0,2565436758
3939,CanHo,DN,136,Vuong,2Tang,9,2020,2021,ToiGach,0,0,1737500776
3940,ChungCu,CT,163,TamGiac,3Tang,6,2013,2023,Gach,0,0,2426071788
3941,NhaPho,HN,146,ChuL,3Tang,6,2019,2019,BeTong,0,0,1918343786
3942,ChungCu,HP,194,ChuL,2Tang,9,2000,2000,ToiGach,0,0,2494370714
3943,NhaLienKe,HP,184,Vuong,1Tang,6,2000,2000,Gach,0,0,2584845800
3944,CanHo,HN,118,Vuong,3Tang,9,2007,2007,Gach,0,0,1731889068
3945,CanHo,HP,162,TamGiac,2Tang,9,2005,2013,BeTong,0,0,2202503724
3946,NhaLienKe,HN,122,Vuong,1Tang,6,2005,2007,Gach,0,0,1821166346
3947,CanHo,DN,109,TamGiac,3Tang,10,2001,2022,Toi,0,0,1340041313
3948,NhaPho,HN,65,Vuong,2Tang,6,2003,2003,Gach,0,0,887094390
3949,NhaPho,CT,56,Vuong,2Tang,9,2003,2003,ToiGach,0,0,746488456
3950,NhaPho,HN,74,ChuNhat,2Tang,10,2022,2023,BeTong,0,0,975732550
3951,NhaPho,HN,73,ChuNhat,3Tang,9,2021,2021,Gach,0,0,892585162
3952,NhaPho,HCM,135,ChuL,1Tang,7,2003,2007,Toi,0,0,1786922505
3953,NhaPho,HP,73,TamGiac,2Tang,6,2005,2013,BeTong,0,0,965298491
3954,NhaPho,HN,132,ChuNhat,1Tang,9,2018,2019,Gach,0,0,1768162044
3955,NhaPho,HN,159,Vuong,CanHo,5,2003,2003,BeTong,0,0,2048660781
3956,NhaPho,CT,107,ChuNhat,3Tang,8,1994,2018,BeTong,0,0,1372695082
3957,NhaLienKe,HCM,163,ChuNhat,3Tang,8,1997,2008,Toi,0,0,2353351783
3958,NhaPho,HN,167,ChuL,1Tang,10,1993,1993,ToiGach,0,0,2320297666
3959,NhaPho,CT,105,Vuong,CanHo,7,1993,2008,BeTong,0,0,1392607440
3960,ChungCu,DN,58,Vuong,2Tang,9,2007,2017,Gach,0,0,730589692
3961,NhaPho,HN,176,ChuL,2Tang,5,1997,1997,Gach,0,0,2521648976
3962,CanHo,CT,78,TamGiac,CanHo,5,2004,2004,BeTong,0,0,996549762
3963,NhaPho,HN,163,ChuL,1Tang,8,2015,2018,BeTong,0,0,2011779252
3964,CanHo,CT,123,Vuong,3Tang,9,2021,2021,ToiGach,0,0,1762952481
3965,CanHo,CT,119,Vuong,CanHo,10,2007,2007,Toi,0,0,1760969140
3966,CanHo,DN,178,ChuNhat,3Tang,6,2004,2005,Gach,0,0,2623310600
3967,ChungCu,DN,96,TamGiac,CanHo,7,2014,2022,Gach,0,0,1383784512
3968,ChungCu,CT,152,TamGiac,2Tang,5,1990,2003,Toi,0,0,2036752424
3969,NhaPho,CT,198,ChuL,1Tang,9,1996,1996,BeTong,0,0,2661018030
3970,ChungCu,HN,144,ChuNhat,CanHo,10,2018,2021,ToiGach,0,0,1836627840
3971,NhaLienKe,HCM,200,Vuong,CanHo,7,2020,2022,Gach,0,0,2786715800
3972,ChungCu,DN,87,ChuNhat,CanHo,7,1994,1994,Toi,0,0,1178097537
3973,ChungCu,DN,65,ChuNhat,2Tang,10,1992,1992,Toi,0,0,914489485
3974,NhaLienKe,HCM,182,ChuNhat,CanHo,10,2009,2021,ToiGach,0,0,2581317466
3975,NhaLienKe,HCM,164,TamGiac,1Tang,7,2005,2005,ToiGach,0,0,2124317092
3976,NhaPho,HCM,68,ChuL,3Tang,10,2020,2020,BeTong,0,0,861773588
3977,NhaLienKe,DN,102,TamGiac,CanHo,10,2012,2012,Gach,0,0,1401291198
3978,NhaLienKe,HN,73,ChuL,2Tang,6,2000,2000,BeTong,0,0,973131099
3979,NhaPho,HCM,200,Vuong,2Tang,9,1992,1992,Gach,0,0,2467206200
3980,NhaPho,HP,96,ChuNhat,CanHo,6,1990,1992,Toi,0,0,1207217856
3981,ChungCu,HN,174,ChuL,CanHo,9,2022,2022,BeTong,0,0,2166202560
3982,ChungCu,DN,63,ChuNhat,2Tang,8,2021,2021,ToiGach,0,0,891243927
3983,CanHo,CT,190,TamGiac,2Tang,5,2005,2005,Toi,0,0,2755476520
3984,CanHo,HN,148,TamGiac,CanHo,6,2020,2021,ToiGach,0,0,1935924064
3985,NhaLienKe,DN,111,TamGiac,3Tang,8,2001,2008,ToiGach,0,0,1650358656
3986,NhaLienKe,CT,92,TamGiac,3Tang,7,1993,1993,Toi,0,0,1379215148
3987,NhaLienKe,DN,74,ChuL,2Tang,10,2013,2013,Toi,0,0,972439550
3988,NhaLienKe,HN,92,ChuL,1Tang,5,2021,2021,Gach,0,0,1356543128
3989,ChungCu,HP,168,TamGiac,1Tang,9,2014,2014,Gach,0,0,2466698304
3990,CanHo,HCM,85,ChuNhat,2Tang,7,2022,2022,Gach,0,0,1261560395
3991,NhaPho,HN,124,ChuL,2Tang,5,1992,1992,Toi,0,0,1592885276
3992,CanHo,CT,106,Vuong,2Tang,9,2017,2017,Toi,0,0,1583605656
3993,CanHo,HP,164,ChuNhat,3Tang,10,1991,1991,ToiGach,0,0,2148388848
3994,CanHo,HCM,88,TamGiac,1Tang,7,2006,2006,Toi,0,0,1280665584
3995,NhaLienKe,CT,170,ChuL,2Tang,6,1991,2023,Toi,0,0,2173710610
3996,NhaLienKe,HP,52,TamGiac,2Tang,8,1990,1992,Gach,0,0,759987644
3997,NhaLienKe,HP,59,ChuL,3Tang,9,2003,2003,BeTong,0,0,765694507
3998,NhaPho,HCM,194,ChuL,2Tang,9,2007,2012,Toi,0,0,2328762226
3999,NhaPho,HCM,187,ChuL,3Tang,10,1998,1999,ToiGach,0,0,2425573821
4000,CanHo,DN,65,TamGiac,1Tang,8,2020,2020,BeTong,0,0,956768410
4001,NhaLienKe,HCM,148,TamGiac,1Tang,7,2003,2008,ToiGach,0,0,2218592816
4002,NhaPho,DN,148,ChuNhat,2Tang,5,1997,2000,Gach,0,0,1955586012
4003,ChungCu,HN,174,TamGiac,3Tang,10,1993,2004,ToiGach,0,0,2346849708
4004,NhaLienKe,HP,130,Vuong,2Tang,8,1995,2015,ToiGach,0,0,1659231600
4005,CanHo,DN,65,Vuong,CanHo,5,2019,2022,Toi,0,0,855462010
4006,NhaPho,CT,80,Vuong,CanHo,7,2012,2012,Gach,0,0,1093065360
4007,NhaPho,CT,177,ChuL,1Tang,7,2011,2022,BeTong,0,0,2126085945
4008,ChungCu,HP,130,ChuNhat,CanHo,6,1998,1998,Toi,0,0,1716034970
4009,NhaPho,CT,51,ChuNhat,1Tang,9,2012,2012,ToiGach,0,0,740918055
4010,NhaPho,HCM,190,TamGiac,2Tang,5,2022,2022,Gach,0,0,2311014460
4011,CanHo,HP,114,TamGiac,3Tang,9,2001,2001,Toi,0,0,1488213342
4012,NhaLienKe,CT,170,Vuong,3Tang,7,2022,2022,Toi,0,0,2042003280
4013,NhaLienKe,HN,159,ChuNhat,CanHo,6,2009,2013,ToiGach,0,0,2052065766
4014,NhaPho,CT,183,TamGiac,3Tang,6,2022,2022,BeTong,0,0,2364941940
4015,NhaPho,DN,141,Vuong,2Tang,9,2000,2022,Toi,0,0,1697711769
4016,NhaLienKe,HCM,73,ChuNhat,2Tang,8,2004,2004,Toi,0,0,906977988
4017,CanHo,CT,196,ChuNhat,CanHo,9,2019,2019,Toi,0,0,2912649376
4018,CanHo,HCM,75,TamGiac,2Tang,9,1997,1997,Gach,0,0,1067309100
4019,NhaLienKe,HCM,61,ChuL,2Tang,7,1991,1991,Toi,0,0,811199289
4020,NhaPho,DN,193,ChuL,2Tang,10,2009,2011,Gach,0,0,2853730810
4021,NhaPho,CT,98,Vuong,3Tang,7,2019,2019,Toi,0,0,1415501710
4022,CanHo,HP,172,ChuNhat,3Tang,8,2000,2000,Gach,0,0,2087736000
4023,ChungCu,HCM,198,TamGiac,1Tang,6,2011,2011,Gach,0,0,2889209268
4024,NhaPho,CT,147,Vuong,2Tang,5,2004,2018,Toi,0,0,2126829369
4025,CanHo,DN,168,ChuNhat,2Tang,10,2000,2000,Gach,0,0,2472464064
4026,NhaPho,CT,79,ChuNhat,CanHo,5,2003,2003,Gach,0,0,1150356604
4027,ChungCu,HCM,199,ChuL,2Tang,7,2019,2019,BeTong,0,0,2891443135
4028,NhaPho,DN,196,ChuNhat,1Tang,6,2016,2017,Gach,0,0,2589536908
4029,NhaPho,HCM,128,Vuong,3Tang,5,2010,2010,Gach,0,0,1725118720
4030,CanHo,HP,115,ChuNhat,3Tang,9,1996,1996,Toi,0,0,1491054580
4031,ChungCu,DN,79,TamGiac,1Tang,8,2005,2023,ToiGach,0,0,1180800992
4032,ChungCu,HN,128,Vuong,1Tang,9,2006,2018,Toi,0,0,1851871616
4033,CanHo,HCM,167,ChuL,2Tang,10,1994,1997,BeTong,0,0,2270948999
4034,NhaLienKe,CT,63,TamGiac,3Tang,6,2001,2001,BeTong,0,0,800193744
4035,NhaPho,DN,195,TamGiac,3Tang,9,2013,2013,Toi,0,0,2843329320
4036,CanHo,HCM,72,ChuNhat,1Tang,8,1996,1997,Gach,0,0,1059864768
4037,NhaPho,DN,103,Vuong,1Tang,5,2022,2023,BeTong,0,0,1382490926
4038,NhaPho,CT,177,TamGiac,CanHo,10,2002,2002,Toi,0,0,2542006386
4039,NhaPho,HP,151,TamGiac,3Tang,7,2014,2014,Gach,0,0,2213482273
4040,ChungCu,HP,120,Vuong,3Tang,9,2001,2001,BeTong,0,0,1660283760
4041,NhaLienKe,HP,154,ChuL,3Tang,9,1997,2016,BeTong,0,0,2132334666
4042,NhaPho,HCM,81,Vuong,3Tang,9,1992,2014,BeTong,0,0,999406836
4043,ChungCu,CT,143,TamGiac,CanHo,10,2019,2023,BeTong,0,0,1814365839
4044,CanHo,DN,59,ChuL,2Tang,10,1999,2020,Toi,0,0,731339397
4045,ChungCu,DN,195,TamGiac,3Tang,6,1997,2023,BeTong,0,0,2628307890
4046,CanHo,HCM,124,Vuong,CanHo,5,2005,2005,Gach,0,0,1758537992
4047,CanHo,HCM,144,TamGiac,1Tang,10,2003,2004,ToiGach,0,0,2053039104
4048,CanHo,HP,162,Vuong,1Tang,9,1990,2004,BeTong,0,0,2245646268
4049,CanHo,CT,148,ChuL,2Tang,7,1990,1990,ToiGach,0,0,1803528592
4050,ChungCu,HCM,155,ChuNhat,1Tang,10,2002,2020,Gach,0,0,1978647695
4051,NhaPho,HCM,89,ChuNhat,CanHo,6,2010,2010,ToiGach,0,0,1079484026
4052,CanHo,CT,103,Vuong,2Tang,6,1992,1992,ToiGach,0,0,1301143895
4053,NhaPho,HN,94,Vuong,1Tang,7,1995,1995,Toi,0,0,1223650452
4054,NhaPho,HN,51,TamGiac,1Tang,8,2013,2017,Toi,0,0,645284946
4055,CanHo,HP,100,ChuNhat,CanHo,6,2002,2002,Toi,0,0,1385747100
4056,NhaLienKe,DN,106,Vuong,1Tang,10,2013,2013,BeTong,0,0,1353868888
4057,CanHo,HN,52,Vuong,3Tang,5,1997,1997,ToiGach,0,0,670628660
4058,ChungCu,DN,84,ChuNhat,1Tang,10,1999,2004,Toi,0,0,1027272288
4059,NhaLienKe,HCM,138,TamGiac,1Tang,7,2016,2018,ToiGach,0,0,1882191936
4060,NhaPho,HN,157,ChuL,2Tang,9,1992,1992,Toi,0,0,2099661166
4061,NhaPho,DN,200,Vuong,2Tang,10,2014,2020,BeTong,0,0,2808741400
4062,ChungCu,CT,52,ChuNhat,1Tang,10,2002,2002,Toi,0,0,630013436
4063,NhaPho,HCM,189,Vuong,2Tang,5,2011,2011,BeTong,0,0,2395682730
4064,CanHo,HCM,72,Vuong,2Tang,8,1996,2023,BeTong,0,0,916670664
4065,NhaLienKe,HN,81,ChuNhat,2Tang,5,2013,2013,ToiGach,0,0,973301508
4066,ChungCu,HN,194,Vuong,CanHo,7,1991,2022,ToiGach,0,0,2398894972
4067,ChungCu,DN,85,ChuNhat,CanHo,10,1999,2022,Gach,0,0,1151932580
4068,CanHo,CT,73,ChuL,CanHo,9,1994,1994,BeTong,0,0,995529105
4069,ChungCu,HP,119,TamGiac,CanHo,7,2000,2005,ToiGach,0,0,1611610574
4070,NhaLienKe,HCM,147,Vuong,2Tang,10,2015,2015,BeTong,0,0,2058311787
4071,NhaPho,HCM,104,ChuL,CanHo,10,1997,1997,Toi,0,0,1399771672
4072,NhaPho,HN,183,ChuNhat,CanHo,10,2021,2021,BeTong,0,0,2403132759
4073,NhaPho,HP,116,ChuL,2Tang,10,2014,2014,Toi,0,0,1484334376
4074,NhaLienKe,DN,82,TamGiac,3Tang,6,2014,2014,BeTong,0,0,1062920326
4075,ChungCu,HCM,117,Vuong,CanHo,7,2000,2000,BeTong,0,0,1564244487
4076,NhaLienKe,HP,179,TamGiac,1Tang,9,1990,2008,BeTong,0,0,2321479819
4077,NhaPho,CT,158,ChuL,CanHo,6,2000,2022,ToiGach,0,0,1956454276
4078,CanHo,HCM,194,Vuong,1Tang,5,1994,1994,ToiGach,0,0,2555498174
4079,NhaPho,HN,109,Vuong,1Tang,7,2003,2003,Gach,0,0,1419318212
4080,NhaPho,HP,126,ChuL,3Tang,7,2022,2022,BeTong,0,0,1577438100
4081,NhaLienKe,HN,146,TamGiac,3Tang,8,2004,2004,ToiGach,0,0,1898864320
4082,NhaLienKe,CT,93,Vuong,1Tang,8,1994,1994,Toi,0,0,1295643543
4083,NhaLienKe,HN,145,ChuL,1Tang,7,1997,2001,Toi,0,0,1842120745
4084,ChungCu,CT,142,Vuong,2Tang,7,2004,2010,BeTong,0,0,1959830182
4085,CanHo,CT,99,ChuNhat,2Tang,7,2018,2022,Gach,0,0,1274910021
4086,CanHo,HP,143,ChuNhat,1Tang,9,2010,2010,BeTong,0,0,1717028456
4087,NhaPho,CT,174,TamGiac,CanHo,6,2001,2010,Gach,0,0,2411413626
4088,NhaLienKe,DN,153,TamGiac,1Tang,9,2013,2014,Toi,0,0,2265903072
4089,NhaPho,DN,137,TamGiac,CanHo,9,2012,2022,Gach,0,0,1896103290
4090,NhaPho,HCM,181,TamGiac,3Tang,6,2010,2011,Gach,0,0,2701812340
4091,CanHo,CT,145,ChuL,CanHo,9,1997,2008,ToiGach,0,0,1847421945
4092,CanHo,HN,75,ChuL,2Tang,6,1990,1990,ToiGach,0,0,951413850
4093,NhaLienKe,HP,186,TamGiac,CanHo,8,2005,2005,BeTong,0,0,2260970616
4094,ChungCu,HCM,138,ChuNhat,1Tang,5,1993,2021,ToiGach,0,0,1718626056
4095,ChungCu,CT,119,ChuL,2Tang,6,1993,1993,Toi,0,0,1450974259
4096,NhaPho,HCM,65,TamGiac,3Tang,8,1997,2011,BeTong,0,0,967112250
4097,ChungCu,HN,162,ChuNhat,1Tang,5,2000,2000,BeTong,0,0,2210845104
4098,NhaLienKe,DN,138,ChuL,CanHo,6,1999,2017,ToiGach,0,0,1998154440
4099,NhaPho,HP,88,ChuNhat,1Tang,7,2015,2015,ToiGach,0,0,1306880520
4100,NhaPho,CT,115,ChuL,1Tang,7,2009,2009,Gach,0,0,1402320580
4101,NhaPho,CT,145,ChuL,CanHo,8,1990,1992,BeTong,0,0,2065887065
4102,CanHo,CT,131,ChuNhat,CanHo,6,2001,2008,Toi,0,0,1674148429
4103,NhaPho,HP,162,ChuL,1Tang,7,2009,2009,Toi,0,0,1948197096
4104,NhaLienKe,CT,140,ChuNhat,2Tang,5,2013,2021,BeTong,0,0,1826197940
4105,CanHo,CT,108,Vuong,2Tang,6,2007,2019,BeTong,0,0,1391465088
4106,ChungCu,DN,55,TamGiac,1Tang,5,1996,1996,BeTong,0,0,726692725
4107,CanHo,HP,132,Vuong,2Tang,10,2009,2009,Gach,0,0,1956701736
4108,CanHo,HP,82,Vuong,CanHo,10,2007,2007,BeTong,0,0,1118959700
4109,CanHo,CT,124,ChuL,3Tang,8,2015,2015,ToiGach,0,0,1803814360
4110,CanHo,DN,88,ChuL,1Tang,8,2009,2011,Gach,0,0,1305266512
4111,NhaPho,HN,167,Vuong,2Tang,8,2017,2019,ToiGach,0,0,2369775925
4112,CanHo,DN,87,TamGiac,2Tang,10,2011,2014,BeTong,0,0,1071004974
4113,NhaPho,HP,82,Vuong,1Tang,9,1991,1991,BeTong,0,0,1206825078
4114,ChungCu,DN,63,Vuong,3Tang,6,2022,2022,BeTong,0,0,791196336
4115,NhaLienKe,HN,182,TamGiac,2Tang,5,1990,2015,Toi,0,0,2280564104
4116,NhaPho,CT,87,ChuNhat,CanHo,8,2007,2007,ToiGach,0,0,1089549024
4117,CanHo,HP,162,ChuNhat,3Tang,6,1992,1992,Gach,0,0,1960140708
4118,NhaLienKe,HP,179,ChuL,3Tang,8,2005,2020,BeTong,0,0,2371801194
4119,ChungCu,HN,196,ChuL,3Tang,5,1990,1990,ToiGach,0,0,2711378740
4120,ChungCu,CT,109,ChuNhat,2Tang,6,1995,1995,Toi,0,0,1463296551
4121,NhaPho,HN,53,TamGiac,1Tang,7,1991,2010,Toi,0,0,735446815
4122,CanHo,HN,111,TamGiac,2Tang,6,2021,2021,Toi,0,0,1556602506
4123,NhaLienKe,HN,157,Vuong,2Tang,8,2019,2019,Gach,0,0,2218809251
4124,CanHo,HN,70,Vuong,1Tang,5,2020,2021,Gach,0,0,909698930
4125,ChungCu,HN,145,Vuong,CanHo,5,2020,2022,Toi,0,0,2101143090
4126,CanHo,DN,152,ChuNhat,2Tang,7,2014,2014,Toi,0,0,2008725752
4127,NhaPho,HP,182,ChuL,2Tang,8,2008,2008,BeTong,0,0,2211415024
4128,NhaLienKe,HN,131,ChuL,3Tang,7,2005,2009,BeTong,0,0,1764572751
4129,ChungCu,HN,97,TamGiac,2Tang,9,1992,1994,BeTong,0,0,1289606852
4130,ChungCu,HP,105,ChuNhat,2Tang,6,1997,2007,BeTong,0,0,1554220815
4131,NhaLienKe,DN,182,TamGiac,2Tang,5,2002,2017,ToiGach,0,0,2646688044
4132,ChungCu,HN,93,TamGiac,2Tang,7,1995,2001,Gach,0,0,1247995272
4133,NhaPho,HP,104,Vuong,CanHo,8,2002,2002,Gach,0,0,1493926304
4134,NhaPho,HN,63,TamGiac,2Tang,5,2007,2016,Gach,0,0,919767807
4135,ChungCu,CT,185,ChuNhat,2Tang,7,2003,2003,ToiGach,0,0,2658528070
4136,CanHo,HCM,165,ChuL,3Tang,7,1998,1998,Toi,0,0,2163272265
4137,NhaLienKe,HCM,139,Vuong,1Tang,7,2003,2003,BeTong,0,0,1828664262
4138,CanHo,DN,122,Vuong,3Tang,10,2007,2017,Toi,0,0,1560157960
4139,CanHo,HP,83,Vuong,3Tang,10,2019,2022,ToiGach,0,0,1020757240
4140,NhaLienKe,HP,60,Vuong,3Tang,5,2007,2009,Gach,0,0,839278380
4141,NhaLienKe,DN,196,ChuNhat,2Tang,5,1995,1995,Toi,0,0,2827779024
4142,ChungCu,HP,108,TamGiac,CanHo,8,2004,2014,Toi,0,0,1349715744
4143,NhaLienKe,HN,150,Vuong,2Tang,10,2018,2022,BeTong,0,0,1961184450
4144,CanHo,HN,76,Vuong,CanHo,6,2020,2020,BeTong,0,0,955982492
